author_name,rating,review_text,review_date,title,app_version
Flippersinwater,5,Great and convenient,2016-10-16T21:06:19-07:00,Love it,5.2.5
bluetang2255,5,Love it.,2016-10-11T04:09:19-07:00,So easy.,5.2.5
MiaJewels,5,"I love the flexibility of mobile deposit, easy (grocery line) transfers and even bill pay!  I love my Credit Union and I'm glad they've got a top notch app!",2016-10-09T10:01:17-07:00,LOVE IT,5.2.5
bulldog_dan,5,Works well.,2016-10-08T04:15:28-07:00,Great app.,5.2.5
Apollo4444,4,I like it a lot but it needs to be updated for compatibility with iPhone 7 and 7 plus (for example the eye scanner)! Thanks!,2016-10-02T15:20:38-07:00,I like it!,5.2.5
Zepfhyr,5,"Online check deposit is nothing new, but having the ability from your phone makes this app incredibly useful. It works perfectly and saves so much time and gas.",2016-09-24T07:01:14-07:00,Online check deposit is amazing!,5.2.5
GSXRETTA,5,I have several banks that I do business with this is by far the best app of them all. Keep up the great work! Love it...,2016-09-22T17:13:45-07:00,Excellent!,5.2.5
GSK901,5,"Well designed, easy to use. No complaints!",2016-09-11T14:32:56-07:00,Good app,5.2.5
Latenightmc,5,Easy to navigate and provides all the info I need. Big fan of CACU!!,2016-09-04T20:04:02-07:00,Great App!,5.2.5
Jucameister,5,Let's me do everything I need to do from my phone.,2016-09-02T07:00:27-07:00,Works great!!,5.2.5
E.dpotter,5,I really enjoy banking with cacu because of how easy it is to utilize the app.,2016-09-01T08:40:34-07:00,Great app!,5.2.5
Jufgfjg,5,"I really love CACU and the app is just icing on the cake! Truly, it's on par with the banking apps. I'm missing nothing doing my banking with CACU! Highly recommended!",2016-08-28T21:16:48-07:00,Love this app. Love the updates,5.2.5
AshFromKS,5,User friendly and intuitive!,2016-08-28T12:59:39-07:00,Love this app and CACU,5.0.1
JfromKC,5,First this is the best bank app I've ever experienced. Everything works. Try out popmoney if you send money to friends and family. And the direct deposit is spot on! Please don't change it!,2016-08-27T10:39:27-07:00,LOVE THIS APP LIKE I LOVE THE BANK,5.2.5
Davidzjackson,5,I love that cacu's app is just as good as the big boys - if not even better!,2016-08-20T08:44:20-07:00,Woo hoo Mobile Check Deposit is here!,5.2.5
Space doud,5,No complaints! Love Community America Credit Union!,2016-08-15T16:38:39-07:00,Fantastic!,5.0.1
judy rn,5,This is the greatest banking app ever. Didn't realize how great until tried Commerce Bank app which is awful. It is even easier to use better services than Discover Bank and Capital One,2016-08-03T14:02:05-07:00,Community America,5.0.1
LaurenB927,5,"I love the app. I look at it daily to keep track of finances, deposit checks and move money! Very user friendly & easy to maneuver!",2016-08-01T20:28:44-07:00,User friendly & helpful,5.0.1
TinaBoBina68,5,This is the best banking app I've ever used! Love that it links to my CACU credit card and that is shows my HELOC too!,2016-07-31T17:21:51-07:00,Wonderful banking app!,5.0.1
Cm726,5,❤️❤️❤️,2016-07-25T09:09:45-07:00,❤️,5.0.1
Dtoro91,5,This app performs as expected depositing checks and checking my accounts is simple and the design is so clean and modern. Great banking app.,2016-07-22T19:40:59-07:00,Great app super useful,5.0.1
Dpearson112,5,"Very nice, all the features are pretty awesome and it ha a a very clean look to it.",2016-07-21T11:36:58-07:00,Very nice,5.0.1
Chappy_Z,5,"This is a great, easy to use app. It's even easier than my Ally bank app on my phone (and Ally is specifically an online bank, so you'd think their app would be spectacular). This app makes everything simple and convenient. I'm glad they added the Popmoney feature, as well. 

One thing I'd like to see added is the ability to make transfers out of CommuntyAmerica and into other accounts at other institutions. 

5 stars!",2016-07-12T11:11:33-07:00,Terrific all,5.0.1
LogicisAwesome,5,By far this app makes banking here the only choice for banking. I've convinced more than one friend to switch by telling them about the mobile check deposit.,2016-06-30T12:26:31-07:00,Love this app/bank,5.0.1
Sjdavis789,5,I love this app. Can easily log on and transfer money around or deposit checks saving me a trip to the bank. (There is not a CACU in my city so I always have to travel) but this app made things easier!,2016-06-28T06:54:37-07:00,This app is fantastic,5.0.1
Awsmla,5,The best banking app ever!,2016-06-21T12:34:07-07:00,Awesome banking app,5.0.1
Lindaloottd,5,"I love this app. It's simplifies my banking. Account info, transfers, deposits at the touch of the finger. Awesome!",2016-06-05T07:33:23-07:00,Super simple,5.0.1
Marge6488,5,"Aside from a small learning curve, I have had no problems with the app. It is easy to use and the information is clear and timely.",2016-05-28T13:17:47-07:00,Very Pleased,5.0.1
ThouArtJay,5,"Very simple and easy to use. It has a clean layout, making it easy to read and navigate. I couldn't ask for a better banking app!",2016-05-22T07:46:46-07:00,Perfect bank app,5.0.1
Meatwagon0316,5,Not much to say. App is great. Have no complaints and the features make the ease of use a breeze.,2016-05-20T10:40:55-07:00,Great app with ease of use,5.0.1
tmaxmo,5,For a first time user of the check deposit feature it was very user friendly!  Worked great for me!,2016-05-17T11:46:45-07:00,Check deposit feature.,5.0.1
SpaVicky,5,Love it for quick check of balances & depositing checks!,2016-05-17T11:09:19-07:00,Purrfect!,5.0.1
Albie8806,5,Very easy to use.  Love this App.,2016-05-13T04:38:59-07:00,Excellent App,5.0.1
Crispers08,5,So EASY to use and you can get it all done just about and not have to be present at the bank! I wish they were all just like this one.,2016-05-06T05:27:56-07:00,Easy and does all I need,5.0.1
Nicholasarkhangel,5,"The finger print touch log in is awesome. 
N",2016-04-29T11:50:50-07:00,Banking made easy,5.0.1
Eric1123556,5,App workers great. Over the past month on my iPhone it will no longer open and automatically closes. There has been no update,2016-04-29T08:47:52-07:00,Was great - now can't open,5.0.1
RyanB KC,5,"Check deposit, account transfer. Loads quick and works.",2016-04-21T08:08:58-07:00,Works perfectly,5.0.1
Brazenhzzy,5,This is the best app EVER!!!,2016-04-20T18:29:59-07:00,The Best!,5.0.1
Tattooed Doc,5,I've had a few bank accounts with 'mobile banking' but Comm America takes the gold medal.,2016-04-19T09:19:53-07:00,CACU-Lovin It!,5.0.1
dirtysouth11,5,It saves me time from going to do business.  Love it keep up good work.,2016-04-14T10:34:27-07:00,Love the App,5.0.1
News man with eyes,5,Awesome! Just deposited our first check- so easy!!! Great App!,2016-04-09T10:20:32-07:00,CACU APP,5.0.1
Hannahx420,5,Just made my life so much easier. :) no flaws. Love it. Go Cacu!,2016-04-04T16:58:45-07:00,Great,5.0.1
Mm games,5,"Easy to use, and transfer money in just a few seconds.",2016-03-30T11:49:43-07:00,Works great,4.6.3.0
solvealways,5,Everything is hope to get out of my banking app - easy to read/use format and the check depositing thing makes it very useful.,2016-03-29T06:13:57-07:00,Works the way it should,5.0.1
Mon1268,1,It always gives me an error message when taking the picture of the back of my check.,2016-03-27T20:36:12-07:00,I don't like it,5.0.1
briggster,5,"Pay bills, transfer money to different accounts and just plainly, ""watch"" the money.",2016-03-27T06:38:30-07:00,Awesome-no issues period.,5.0.1
Tracy Fouts,5,This ap is awesome I love it and it's ease of use!,2016-03-26T18:23:48-07:00,Love this ap,5.0.1
Molley73,1,Used to use this app all the time and now it crashes every time I try to launch it. I have no use for it now.,2016-03-26T10:06:44-07:00,Won't even launch,5.0.1
Purple Bea,5,I absolutely love ❤️ the iPhone version 😃,2016-03-17T03:49:19-07:00,CACU,5.0.1
dcruz54,5,Easy to use....simplified banking! Love it!,2016-03-15T10:30:16-07:00,Amazing!,5.0.1
Gerald Darden,5,The new features are awesome. The new interface is very nice.,2016-03-11T05:49:49-07:00,The app is great!,5.0.1
Denzil B,3,Newest version crashes on launch. Otherwise great app. Please fix!,2016-03-07T12:51:00-07:00,Good except when broken,5.0.1
Sitrah,4,iPhone 6s app has error and unable to view my accounts now.,2016-03-07T11:21:23-07:00,Can't view accounts,5.0.1
Ramalamadingdong5768942,5,"I used to be able to check my accounts regularly on the community America credit union app, but I have had no success since the last update. I cannot even get the app to open, it just crashes back out. Is the information technology department at CACU aware of this and introducing a bug fix?! I have an iPhone5s.",2016-03-03T03:32:28-07:00,New app crashes all the time,5.0.1
FemFeline,5,"Has worked perfectly for me since first installed. Saves me time, money, and worry since I can now deposit checks any time, day or night. Love it!!!",2016-03-02T18:53:52-07:00,Super app!,5.0.1
Villa53,5,Makes your everyday banking so easy. Once you get going you seldomly have to go to the bank for anything. For us busy people it's like having a bank teller 24/7.,2016-03-01T08:36:27-07:00,Love it,5.0.1
816turbo,1,"Been using the app for a long time, just did the last update and now the app will not even open. When it works it's great. Hope they figure it out I need to handle my bills.",2016-02-29T04:47:29-07:00,Was wonderful,5.0.1
Joechevy89,1,I had the app since it came out worked perfectly and now I can't open it and constantly crashes,2016-02-27T00:01:20-07:00,Crashes since new update,5.0.1
nohely<3,2,Every time I try to log in it tells me it's unable to do so when updating the app. Annoyed..,2016-02-26T06:39:03-07:00,Updating,5.0.1
Aunt uh oh,5,I haven't had any issues with the app since I started using it a few months ago. It's nice to get balance updates and large withdrawal notices. It's also simple to just do a quick check to make sure I didn't forget a bill/charge coming through.,2016-02-20T18:49:57-07:00,Love the app,5.0.1
Nortnarg,5,"I use apps for US Bank and Bank of America also, and this Community America Credit Union's  app blows them out of the water. 
This app is simple to use, yet you can do anything you need here. 
Well planned and effective. 
Makes me a happy customer!",2016-02-20T13:15:11-07:00,The Best!,5.0.1
JennRyan678,5,This was a great app that I relied on greatly.  There was an update made to the app and it worked for about one week and now the app crashes repeatedly.  It's pretty much worthless now.  🙁,2016-02-17T10:55:04-07:00,Non-functional,5.0.1
smokenjoe,5,A huge step up from previous bank.,2016-02-15T09:47:12-07:00,Great app.  Very functional and well done.,5.0.1
Stobywan,5,!,2016-02-13T14:49:30-07:00,Very nice,5.0.1
KT in KS,5,"I love being able to see my accounts on my phone while I'm on the go. I can deposit my checks via the app, this saves me a ton of time!  I also like being able to transfer funds between accounts. Thanks for such an awesome app!!",2016-02-12T12:42:29-07:00,Great App,5.0
tdavis7777,5,I love the convenience and simplicity of this app!,2016-02-07T05:58:12-07:00,CACU App,5.0
ShadowBoUno,5,I love the convenience of depositing a check with just a couple clicks of my phone!  I've never been able to do this before. Wish I had become a member long before now.,2016-02-02T18:53:22-07:00,CACU iPhone App,5.0
Tw8462,5,Best app - best credit union!,2016-02-02T14:36:47-07:00,Love!,5.0
NO LOVE DEEP WEB,5,Great app. Works well. Great way to keep track of your finances. No complaints to be made.,2016-01-26T05:32:25-07:00,Great app!,5.0
Justin Lox,5,This app had worked perfectly with no problems at all. I love being able to check my account any time. And the retinal and and finger print options are fast and work flawlessly. Just tried the mobile deposit for my one paper check I recieve and it is perfect as well.not a bad word to say about the app.,2016-01-23T10:53:13-07:00,Love the app,5.0
ju53,1,"Very disappointed with this update.  The account pages are very confusing to read.  They no longer read like a normal account statement. The screens just confusing to look at and not straight forward at all.  In addition, I have multiple notifications appearing and cannot find anyway to turn them off.  The one issue I had hoped would be fixed is the ability to edit bill payments from the mobile app,  based on what I have seen so far, it does not appear that this has been addressed in this update at all.  I will downgrade back to the old version, or just forget about using the mobile app at all.  Very poor update.",2016-01-22T14:44:50-07:00,Poorly Done,5.0
TheDonkey8675309,5,It's actually one of the best financial apps I have used. I have other credit card apps but CACU is by far my favorite. I believe this to be banking made easy. Thanks for a supper easy app.,2016-01-18T14:02:05-07:00,I love my credit union,4.6.3.0
Tkrahl,5,"Very easy to manage, and very helpful. I love being able to find an ATM or Branch location within the app, as well as the upload feature to deposit checks into an account. That way, if out of town or not able to get to a branch location in time, you can snap shot it into one of your accounts. 

Searching through accounts is also a breeze. Transferring funds over the app saves you time as well without having to leave the house.  
Overall, great app!",2016-01-17T07:23:13-07:00,Love it!,4.6.3.0
Kathawk77,4,"Great app, great content, and very rarely is down for any reason.  I live where there aren't any branches in the state.  Utilizing the mobile check deposit is wonderful.",2016-01-13T15:09:23-07:00,CACU APP,4.6.3.0
Chillin Reg,5,"Very fluid transactions the easiest, yet secure app that I've used thus far",2015-12-31T10:10:57-07:00,Awesome App,4.6.3.0
F.u.n.........!!!!,5,No issues works really well,2015-12-31T07:31:38-07:00,Works great,4.6.3.0
Nikmac2112,5,👍🏻👍🏻,2015-12-21T06:44:11-07:00,Very easy to use,4.6.3.0
ReneeFromBlueSprings,5,Love the new features. Bill pay from the app and deposit checks with a pic ...  I love it!!! Makes it easier for this busy Mom to find time to pay the bills. Thank You!!,2015-12-09T07:02:33-07:00,Awesome,4.6.3.0
StrawberryRiver,5,The app is great and I love that it incorporates Touch ID. Plus CACU is a great bank,2015-12-04T12:21:47-07:00,Super convenient,4.6.3.0
RUGonGoMyWay,5,It's amazing how much you can do with this app. It makes banking with Community America convenient. It easy to use and navigate. Keep up the good work,2015-12-04T05:47:50-07:00,Great App,4.6.3.0
Pkwilli1959,5,"This makes banking so easy and fast, I absolutely love it!! I can deposit my checks, transfer money from my phone saving me money and time. Thank you Community America CU😊",2015-11-29T11:04:48-07:00,Best App ever,4.6.3.0
KyleKraft,5,Great app!,2015-11-15T07:19:04-07:00,Great app!,4.6.3.0
Alliezan,3,"I really enjoy that I don't have to drive an hour to my nearest branch to deposit a check, but I have such a hard time depositing a check, that the drive would be worth it. I have a iPhone 6s, so I know it's not the phones problem. The app won't accept my pictures until I try x152663737 times and then finally it will work.",2015-11-12T09:04:40-07:00,Cacu mobile banking,4.6.3.0
thehotrod,5,Enough said. I wish all my banks utilized TouchID. I can do it all on the app. I never log into my account via browser anymore. Thank you CACU!,2015-11-09T07:18:22-07:00,TouchID!!!,4.6.3.0
WrayWray16,5,"I love this app. I can almost do all my banking with it. Especially love to be able to transfer funds and deposit checks without going to the bank. Also, I like the fact that the credit union is member owned rather than by some greedy corporation.
I use my app almost daily. I can be in a store getting ready to buy something, check my account and transfer funds while I'm in the checkout line..AWESOMENESS!",2015-11-05T19:21:59-07:00,So Convenient,4.6.3.0
Jambiga,5,Love the simplicity of doing my banking electronically with my thumbprint rather than typing in password repeatedly very user friendly,2015-11-05T07:22:40-07:00,Great app,4.6.3.0
DavidDrimmel.com,5,Great app. Works every time. I like not having to go to the bank to deposit my checks. Thanks CACU!,2015-10-28T11:55:03-07:00,Excellent!,4.6.3.0
Thersb,5,It is so super easy to use. Makes banking fun,2015-10-27T09:02:16-07:00,Super,4.6.3.0
Msu dude,5,This is easy to use and offers everything you need for a banking mobile app! I have used other banking apps and this is much better than others. Great job!,2015-10-25T06:38:29-07:00,Great banking app!,4.6.3.0
Bb544,5,Transactions show up immediately. So helpful!,2015-10-23T18:52:22-07:00,Love it!!,4.6.3.0
POrdiway94,5,I love the app and I love CACU!,2015-10-20T21:04:22-07:00,Great App!,4.6.3.0
RCPatti,5,"Simple and clean app, does everything I need it to.",2015-10-20T11:52:52-07:00,Great app,4.6.3.0
adeutsch2009,5,I absolutely love this app. It's so convenient and user friendly!,2015-10-20T11:18:12-07:00,Love love love,4.6.3.0
rp291,5,"Love that I ca check my account and do everything on my phone, even deposit checks.  It's amazing!",2015-10-19T21:55:13-07:00,So convenient,4.6.3.0
Scan it!,5,I love the check deposit and the eye login.,2015-10-14T17:24:11-07:00,Impressed with check and eye login,4.6.3.0
Jawsmith,5,Does everything I would expect a mobile banking app should do.,2015-10-09T12:52:38-07:00,Works great,4.6.3.0
MGEllis,5,The check deposit worked well for me. Very convenient.,2015-10-08T10:24:12-07:00,Check deposit,4.6.3.0
Twinjac,5,Love all that the Community America app to offer. I never have to visit my bank unless I have to. Very easy to navigate and use.,2015-10-05T19:48:53-07:00,Great Banking App,4.6.3.0
Justonesp00lturn,5,"Great features, easy to use.",2015-10-01T14:54:47-07:00,Great app,4.6.3.0
@lyssaH,5,Love my mobile banking,2015-09-26T11:12:40-07:00,Love it,4.6.3.0
Nurse Johnson,5,This app is very easy to use! I love the Touch ID sign in option! I'm able to hop on pay bills and manage my account all from the convenience of my phone.,2015-09-09T05:29:29-07:00,Very easy to use,4.6.2
Firelife09,5,"This makes it super easy to keep a close eye on my account.  Plus, being able to transfer money on the app, makes it perfect.",2015-09-05T03:56:14-07:00,Very nice!,4.6.2
Chkrtopmini,5,Time saver for sure! Very impressed with how well it works! One of the best.,2015-09-02T17:24:37-07:00,Love it!,4.6.2
red_str4nger,5,"This app is amazing! I don't have a car, so anything that helps me not have to pay a cab fare is perfect! I can literally do all my banking from my phone!",2015-08-31T07:21:19-07:00,Perfect!!,4.6.2
sailorsamus,5,This app is pretty self explanatory and easy to use! It's got a lot of great features like mobile deposit,2015-08-24T16:39:35-07:00,Easy and convenient!,4.6.2
Ftincfj,5,Never had any problems,2015-08-14T21:35:22-07:00,Great,4.6.2
Skfoley,5,I have been waiting for Mobile Deposit for years - this is great!,2015-08-14T17:16:27-07:00,Love it!,4.6.2
It's worthless,5,"User friendly,  I can deposit checks over the phone, put my bills, transfer $ all at the tips of my fingers! I love it💕",2015-08-13T18:31:17-07:00,Love it!!,4.5.0.0
App.Review85145520,3,"Functional, Needs optimized for iPhone 6",2015-08-12T08:29:35-07:00,Pretty Good needs to be optimized for iPhone 6,4.6.2
Iflytoomuch,5,This app is the fastest way to get information for my accounts.  The Touch ID is an awesome addition.  Almost everything I need to do online can be done inside this app.   Two thumbs up!,2015-08-04T04:11:06-07:00,Fastest App,4.5.0.0
Keyaira M Hunter,5,This app makes it extremely easy to manage all of my accounts and transfer funds.,2015-08-03T09:07:00-07:00,Love my credit union.,4.4.0.0
JennieBr2003,5,User friendly with all of the banking options and support I need,2015-07-27T09:57:55-07:00,Very easy to use,4.5.0.0
JohnnyStrife,5,Nice.,2015-07-25T14:06:23-07:00,Makes depositing checks easy,4.5.0.0
Ashleytothemoon,5,Perfect on the go!,2015-07-20T13:14:38-07:00,Love it,4.3.0.0
aerojb,5,"The addition of Touch ID made a great app even greater. I never thought mobile check deposit would be useful, either, but it is! Quick, useful, stable app.",2015-07-12T17:29:14-07:00,Great,4.5.0.0
MrMack33,5,I love the Touch ID feature! Very easy to transfer funds and deposit checks into the account! Great Job!,2015-07-10T09:15:32-07:00,Great!!,4.5.0.0
brynamic,5,"It's always been a great app, but TouchID and the check deposit enhancements make it one of the best banking apps I use.",2015-07-07T22:01:01-07:00,Great!,4.5.0.0
Camera for mobile deposit,4,"Trying to take a picture of the check in mobile deposit is nearly impossible even on several different iPad models including iPad air.
Pictures end up oddly angled, clipped, sometimes black and white, grainy, blurry even after several dozen retries",2015-07-01T08:02:33-07:00,Camera doesn't work well in app,4.4.0.0
Groverha,4,Very user friendly. Intuitive!,2015-07-01T06:06:30-07:00,Easy,4.4.0.0
Demitriusffyhh,5,Works great,2015-06-21T14:49:05-07:00,Great bank app,4.4.0.0
Couponjunkie66,5,Love this app & this credit union...makes banking easy and great....teller friendly...and they pay attention to details....,2015-06-20T05:55:11-07:00,Love cacu,4.4.0.0
ALF Guy,5,"So great, easy to use, everything is linked and fast! I love CACU, why anyone would bank somewhere else is beyond me!",2015-06-19T11:15:43-07:00,Easiest app ever!,4.4.0.0
Dlul57,5,"It's very easy to use, fast and efficient!! Love it!!",2015-06-10T08:07:25-07:00,Great App,4.4.0.0
GLMGR,5,Great app and had no issues so far. Easy mobile deposit,2015-06-08T20:50:55-07:00,Great app,4.4.0.0
An dickens,5,"I love that I don't have to go the bank, like ever! Totally recommend this app to anyone that likes avoiding credit union centers.",2015-06-07T15:19:18-07:00,Awesome app!!!!,4.4.0.0
Kevs001,5,Love this app and use it all the time!  I highly recommend it.,2015-06-05T11:16:35-07:00,Great app!,4.4.0.0
Sean1125,3,This app could be upgraded to take use of Touch ID so password typing would be a thing of the past!,2015-05-30T12:53:55-07:00,App could be better,4.4.0.0
kbare25,5,I absolutely love this app. It meets all of my banking needs and eliminates my need to go to the bank at all.  I have no complaints!,2015-05-27T06:20:33-07:00,Love this app,4.4.0.0
Erichofer77,5,Works great,2015-05-22T07:55:17-07:00,Great for banking on the go,4.4.0.0
528ndjcu,5,The CACU mobile app makes my life so much easier. Thanks to mobile check deposit I can INSTANTLY deposit money into my checking account no matter where I'm at. Super convenient!!,2015-05-21T09:09:31-07:00,Awesome,4.4.0.0
SeaWall430,5,"I love the CACU app. It's simple to use, allows me to check all my accounts, move money around, and deposit checks on the go.",2015-05-18T15:58:21-07:00,Great app from a great institution,4.4.0.0
Reviewer65364,2,The mobile deposit is a joke. It distorts the image no matter how you take the picture. I've tried depositing a check for the past 15 minutes and each time I take the picture it cuts off a different part of the image. If I hold the camera farther away it zooms in on the check. If I hold it above the image it tilts the check sideways. It's ridiculous. It definitely needs an update to fix the bugs with the camera for mobile deposit.,2015-05-18T05:47:41-07:00,Mobile deposit,4.4.0.0
Jackie Braton,5,I totally love this App!!! and not only their app it's very handy but their online web it's super organized and I'm able to add other bank institutions/credit cards and keep track all in the same page.,2015-05-15T08:07:35-07:00,Awesome App,4.4.0.0
Shamwowsavedme,5,"Great banking app, very simple, easy user interface.",2015-05-08T20:13:24-07:00,Great app!,4.4.0.0
Lisa n kc,5,"I love this app. It is easy to use. I never go to the bank anymore, I do all my deposits directly from my telephone.",2015-05-08T06:21:55-07:00,Great app,4.4.0.0
LeeKay25,5,Easy to read and use.,2015-04-28T17:38:17-07:00,Marvelous app!,4.4.0.0
Peanut397,5,Very user friendly especially for those of us that are not computer and tech savvy.,2015-04-20T04:57:38-07:00,Great App,4.4.0.0
cass99,4,Great banking app,2015-04-20T00:46:42-07:00,App,4.4.0.0
LauraEdna,4,Information is easy to view and transfers are a breeze.,2015-04-13T01:45:33-07:00,CACU,4.4.0.0
itsssjessicaa,5,I love this app and I love this bank!,2015-04-12T15:11:50-07:00,Love it,4.4.0.0
Sal528,4,I love this app. It allows me to do all of the transactions I ever want. The only thing I think is missing is a memo or note attached to transfers.,2015-04-04T20:31:22-07:00,Perfect,4.4.0.0
She11ie,5,I really like the simplicity in the views on this app. It shows all I need without cluttering the screen. Everything is straightforward and easy to use. The mobile deposit is a great feature.,2015-03-23T16:43:02-07:00,Easy and clean views!,4.4.0.0
Tori4830,5,Fantastic App,2015-03-18T04:46:57-07:00,traveler,4.4.0.0
iKlovis,5,I F'ing love this F'ing Credit Union.  This F'ing App works pretty F'ing good too!,2015-03-08T12:58:47-07:00,Good Sh',4.4.0.0
SaraJoYo,4,"Love this app, however mobile deposit, despite the update, is not very user friendly. The picture does not immediately snapshot but instead has to wait, often causing the picture to come out blurry and it takes a long time to get the pictures correct and readable. Other than that, this app is excellent and I love this bank! Only lost a star because of mobile deposit functionality.",2015-02-24T08:14:18-07:00,"Great App, but...",4.4.0.0
Wineo97,5,Great app user friendly!,2015-02-20T06:49:47-07:00,Community America Credit Union,4.4.0.0
Mobal Depositer,5,"I love this app! It's easy to use, shows details of your accounts, and allows you to deposit checks on your mobile device.",2015-02-17T12:44:55-07:00,Wonderful App,4.4.0.0
Hjean317,5,Photo check deposits work great and I love how easy everything is!,2015-02-09T19:18:52-07:00,Awesome app!,4.4.0.0
jsethfarrow,5,"Picky detail - can you change the app's display name to ""CACU"" so that it doesn't overflow?",2015-02-07T20:38:45-07:00,Display Name,4.4.0.0
rossy01,5,Love it,2015-02-01T20:00:00-07:00,Great app,4.4.0.0
Querida,5,"I can do nearly everything I need to do on a normal basis on this app without going to the website.  It's easy to use and very functional. 

The only thing I wish I could do is see the transactions on my CACU credit card, not just the balance. I understand why I can't, though it would be nice if it was possible!",2015-01-14T08:47:23-07:00,"Love CACU, love this app!",4.3.0.0
landlockedbeachgirl,3,"The app only lets you see your balance, no further details on a credit card. It states log in to see them but there isn't a place to do so within the app. Categorizing within checking would be nice. It was great online before the ""upgrades"". It should be able to be done while in checking like before. CACU has great people but someone there keeps buying in to online upgrades that are not upgrades in my opinion.",2015-01-14T08:47:17-07:00,Can't sign in to view credit card from app,4.3.0.0
ASC2010,5,First off I love Community America as a bank. I really love this app and the deposit a check part is really nice to have.,2015-01-13T21:04:22-07:00,I love this app!,4.3.0.0
MikeHunt0069,5,Great bank and good customer service. This app is easy to use and very useful!,2014-12-31T18:54:12-07:00,Community America,4.3.0.0
Praiser14191,5,This app makes it simple to access your accounts and make transfers or inquiries on the go.  I give it a huge thumbs up.,2014-12-30T04:22:14-07:00,A fabulous app,4.3.0.0
Kathy72😄,5,This service is awesome!  At first I'm reluctant to deposit check via mobile yet glad I pushed aside reluctance!  CACU is amazing! 😉,2014-12-21T20:16:04-07:00,Specialist Cashier,4.3.0.0
LauraNicole2013,5,Let's me complete all my tasks on the go and updates very quickly. Love my credit union!,2014-12-18T21:21:41-07:00,Works Great,4.3.0.0
Dan4822,5,Only thing missing is a way to categorize transactions online.,2014-12-01T13:03:29-07:00,"Easy, intelligent and complete",4.3.0.0
Kcvenom,1,You are annoying,2014-11-27T10:29:52-07:00,Annoying,4.3.0.0
Xzen10,5,An extremely modular design neatly allows you to all functionality and features.,2014-11-21T05:44:24-07:00,Better than the actual website,4.3.0.0
Sarahelizabethk,5,I have mobile deposited many checks with no problem. Follow the directions and it works. Love my credit union. Not sure why anyone would bank with a bank!,2014-11-18T17:15:56-07:00,Happy!,4.3.0.0
RtStuf,5,Not all big banks offer this but I am very pleased with my credit union!,2014-11-09T13:20:28-07:00,Better than other bank,4.3.0.0
Catherinnnnne,3,I mainly use this app to deposit checks. It crashes about 80% of the time when taking a photo of a check.,2014-11-09T08:01:28-07:00,Crashes often,4.3.0.0
O2bgop,5,"Love love love the app - check deposit (tho still glitchy) is fantastic, transfer between accounts is awesome. Makes my small business better!",2014-10-31T15:22:24-07:00,No more going to the branch!,4.3.0.0
wmeredith,5,"I really like this app. It's easy to use to check my accounts, make transfers, and deposit checks. It's just what I want in a banking app.",2014-10-28T13:47:59-07:00,Best banking app,4.3.0.0
hollygutwein,1,"It's nice to have a mobile app, but the camera 9.9 times out of 10 skews the image. It doesn't show up like a real picture, rather it's black and white and hard to read. Had to try at least 10 pictures before I finally just gave up. Only functional to check your balance. Good luck depositing a check.",2014-10-24T08:29:56-07:00,Camera needs updated,4.3.0.0
"Past employee, current member.",4,"It's a fast and easy way to access my accounts, transfer funds and see past transactions. So glad I have it! I've been with CACU for 10 years and am delighted to be a member!",2014-10-22T16:48:20-07:00,"Convenient, easy and has my vote!",4.3.0.0
sean-030,2,"Compared to every other bank/financial app CACU's app is left lacking.  This is an iPad app, more real estate to use but they do not.  There is a real lack of functionality.  Their app now is where everyone was 3 years ago.  Step up or give up, you are being left in your competitors dust.  Your members are getting tired of waiting for you to catch up.",2014-10-17T23:32:23-07:00,Needs lots of help,4.3.0.0
Hizmunky,5,User friendly and works well.  I've never had a problem.,2014-10-17T16:47:17-07:00,Great app!!!,4.3.0.0
Big Nic 22,5,I'm glad I can now deposit checks.,2014-10-08T12:42:50-07:00,Convenient,4.3.0.0
Ms sunshine69,5,❤️ it👍,2014-10-01T19:46:15-07:00,CACU APP,4.3.0.0
deeyasnamhar,5,Love the CACU app!!,2014-09-26T05:14:06-07:00,Great App!!,4.3.0.0
Kcscutest,5,Great bank and great app! Easy and convenient!,2014-09-15T12:44:40-07:00,Love cacu,4.1.1.1
Braddogg,5,Works when I need it to. Simple to navigate. No troubles with fraud. Highly recommend it.,2014-09-12T12:34:11-07:00,Great App,4.1.1.1
Bornsecular,3,Super convenient. Used the deposit check feature today from home and it wasn't painful at all (I was skeptical).,2014-09-10T07:53:07-07:00,Good banking app,4.1.1.1
Flyer2006,3,"I have switched most of my banking over to cacu but I can't let go of my big national bank because this app is significantly inferior to what the big boys put out. Unfair to compare?  Perhaps but going backwards in functionality is not cool. 

What I can deposit with the other guys via deposit online in a minute often takes multiple tries with errors or photos that don't come out as clear as they do on the same phone with the big guy's app.  

Secondly please enhance bill pay functionality so that I can edit and create both single and recurring payments from the app.  Single payment create is nice but not enough.  The ability to edit and create payees would be a welcome addition as well. 

Thanks guys, Please help me dump my old bank once and for all.",2014-09-07T20:22:51-07:00,Looking for more,4.1.1.1
KSsunshine,5,Love the CACU app...even lets me deposit checks from home which is awesome due to my disability.,2014-09-07T11:32:12-07:00,Great App!,4.1.1.1
GGatoloai,5,This app is very user friendly. Easy to use and follow.,2014-08-28T06:14:37-07:00,Love it,4.1.1.1
